,BIEN_SERVICIO,COSTO_BIEN,ESTADO_PROCESAL,ESTADO_UA,FECHA_FIN,FECHA_INGRESO,GIRO,ID_EXP,MEDIO_INGRESO,MODALIDAD_COMPRA,MODALIDAD_PAGO,MOTIVO_RECLAMACION,NOMBRE_COMERCIAL,PROBLEMA_ESPECIAL,PROCEDIMIENTO,PROVEEDOR,RECLAMADO,RECUPERADO,SECTOR,TIPO_CONCILIACION,TIPO_PRODUCTO,TIPO_RECLAMACION,UA
263,Servicio,120000,Conciliada,DISTRITO FEDERAL,04-05-2016,18-12-2015,Agencias de viajes y servicios de reservaciones,2015_138011,Personal,En establecimiento físico,Contado,Negativa a la rescisión del contrato,"EARTH WIND AND TRAVEL, S DE RL DE CV",No problema especial,Queja,"EARTH WIND AND TRAVEL, S DE RL DE CV",12500,12500,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Contratos,Poniente
264,Servicio,141551,Conciliada,DISTRITO FEDERAL,28-04-2016,18-12-2015,Suministrador de energía eléctrica,2015_138009,Personal,A domicilio,Plazos,Cobro de cuota extraordinaria,CFE,No problema especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Poniente
265,Bien,13593.28,Conciliada,DISTRITO FEDERAL,30-06-2016,18-12-2015,Tienda departamental,2015_134123,Internet,Por internet,,Intereses,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",13593.28,13593.28,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
266,Bien,36782,Conciliada,DISTRITO FEDERAL,28-06-2016,18-12-2015,Tienda de mascotas,2015_139380,Personal,En establecimiento físico,Contado,Producto o servicio equivocado,"MASKOTA, SA DE CV",No problema especial,Queja,"MASKOTA, SA DE CV",36782,36782,TIENDA DE MASCOTAS,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Sur
267,Bien,3890,Conciliada,DISTRITO FEDERAL,19-01-2016,18-12-2015,Tiendas de autoservicio,2015_134137,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3890,3890,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
268,Bien,4124.25,Conciliada,DISTRITO FEDERAL,11-01-2016,18-12-2015,Tienda departamental,2015_134151,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",4124.25,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
269,Bien,791.28,Conciliada,DISTRITO FEDERAL,08-01-2016,18-12-2015,Tienda departamental,2015_134128,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",791.28,791.28,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
270,Servicio,3069.4,Conciliada,DISTRITO FEDERAL,29-03-2016,17-12-2015,Empresa de telefonía celular,2015_135845,Personal,Imposición del proveedor,Plazos,Uso fraudulento,"AT&amp;T; COMUNICACIONES DIGITALES, S DE RL DE CV",No problema especial,Queja,"AT&amp;T; COMUNICACIONES DIGITALES, S DE RL DE CV",3069.4,3069.4,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,La Villa
271,Bien,449.25,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134089,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",449.25,449.25,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
272,Bien,3999,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134086,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",3999,3999,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
273,Bien,4124.25,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134072,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",4124.25,4124.25,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
274,Servicio,6605,Conciliada,DISTRITO FEDERAL,26-01-2016,17-12-2015,Suministrador de energía eléctrica,2015_134054,Internet,En establecimiento físico,,Error de cálculo,CFE,No problema Especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,3025,3025,ELECTRICIDAD,Turnada a Concil Medios Elec.,Servicio normal,Cobro indebido,Dirección de Concilianet
275,Bien,3804.47,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tiendas de autoservicio,2015_134099,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3804.47,3804.47,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
276,Bien,424.57,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tienda departamental,2015_134092,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",424.57,424.57,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
277,Bien,1877.8,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tienda departamental,2015_134078,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1877.8,1877.8,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
278,Bien,5099.15,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tienda departamental,2015_134066,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",5099.15,5099.15,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
279,Bien,9498.99,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tiendas de autoservicio,2015_134063,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",9498.99,11398.78,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
280,Bien,14298,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tiendas de autoservicio,2015_134047,Internet,Por internet,Plazos,Negativa a la entrega del producto o servicio,WAL MART,Buen Fin 2015,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",14298,14298,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
281,Bien,8584.2,Conciliada,DISTRITO FEDERAL,08-02-2016,17-12-2015,Tienda departamental,2015_134106,Internet,Por internet,,Negativa a la devolución de depósito,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",8584.2,8584.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
282,Servicio,964,Conciliada,DISTRITO FEDERAL,09-06-2016,17-12-2015,Suministrador de energía eléctrica,2015_137978,Personal,A domicilio,Contado,Negativa a corregir errores de cobro,CFE,No problema especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Poniente
283,Bien,29500,Conciliada,DISTRITO FEDERAL,09-06-2016,17-12-2015,Mueblería,2015_132439,Personal,Imposición del proveedor,Contado,Prácticas coercitivas o desleales de venta,YAZMIN DIAZ,No problema especial,Queja,YAZMIN DIAZ,29500,29500,MUEBLERO,Turnada a Concil Person p/seg,Producto nuevo,Trato o servicio al cliente,Centro
284,Bien,2609,Conciliada,DISTRITO FEDERAL,21-06-2016,17-12-2015,Tienda especializada en productos electrónicos,2015_137659,Escrito,En establecimiento físico,Contado,Negativa a hacer efectiva la garantía,"KING INSTRUMENTS, SA DE CV",No problema especial,Queja,"KING INSTRUMENTS, SA DE CV",2609,2609,TIENDA ESPECIALIZADA EN PRODUCTOS ELECTRÓNICOS,Turnada a Concil Person p/seg,Producto nuevo,Ausencia de Información al consumidor sobre el producto o servicio,Oriente
285,Bien,2609,Conciliada,DISTRITO FEDERAL,21-06-2016,17-12-2015,Fabricación de maquinaria,2015_137659,Escrito,En establecimiento físico,Contado,Negativa a hacer efectiva la garantía,"COOPER TOOLS DE MEXICO, S DE RL DE C",No problema especial,Queja,"COOPER TOOLS DE MEXICO, S DE RL DE C",2609,2609,FABRICACIÓN DE MAQUINARIA,Turnada a Concil Person p/seg,Producto nuevo,Ausencia de Información al consumidor sobre el producto o servicio,Oriente
286,Bien,137800,Conciliada,DISTRITO FEDERAL,21-06-2016,17-12-2015,Agencia y concesionaria de motocicletas,2015_132450,Personal,Imposición del proveedor,Contado,Prácticas coercitivas o desleales de venta,"SANVI POLANCO, SA DE CV",No problema especial,Queja,"SANVI POLANCO, SA DE CV",137800,137800,AGENCIA Y CONCESIONARIA DE MOTOCICLETAS,Turnada a Concil Person p/seg,Servicio normal,Trato o servicio al cliente,Centro
287,Servicio,91224,Conciliada,DISTRITO FEDERAL,27-05-2016,17-12-2015,Empresas de tiempo compartido,2015_132452,Personal,En establecimiento físico,Plazos,Producto o servicio equivocado,GRUPO ROYAL HOLIDAY,No problema especial,Queja,"TRAVEL EXPERIENCE, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Centro
288,Bien,3599,Conciliada,DISTRITO FEDERAL,20-05-2016,17-12-2015,Tienda de ropa,2015_137975,Personal,En establecimiento físico,Contado,Negativa a la devolución de depósito,"TRIMAR, SA DE CV",No problema especial,Queja,"TRIMAR, SA DE CV",3599,0,TIENDA DE ROPA,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Poniente
289,Bien,795,Conciliada,DISTRITO FEDERAL,19-01-2016,17-12-2015,Tienda departamental,2015_134113,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,COPPEL,No problema Especial,Queja,"COPPEL, SA DE CV",795,795,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
290,Bien,13700,Conciliada,DISTRITO FEDERAL,19-01-2016,17-12-2015,Tienda departamental,2015_134075,Internet,En establecimiento físico,,Producto o servicio no solicitado o autorizado,COPPEL,No problema Especial,Queja,"COPPEL, SA DE CV",13700,13700,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
291,Servicio,406,Conciliada,DISTRITO FEDERAL,19-01-2016,17-12-2015,Empresa de autotransporte de carga,2015_134056,Internet,Por correo,,Negativa a cambio o devolución,AUTOBUSES LA PIEDAD,No problema Especial,Queja,"AUTOBUSES DE LA PIEDAD, SA DE CV",406,406,EMPRESA DE AUTOTRANSPORTE DE CARGA,Turnada a Concil Medios Elec.,Servicio normal,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
292,Bien,18300,Conciliada,DISTRITO FEDERAL,22-01-2016,17-12-2015,Tienda departamental,2015_134065,Internet,En establecimiento físico,,Intereses,COPPEL,No problema Especial,Queja,"COPPEL, SA DE CV",0,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
293,Servicio,1725,Conciliada,DISTRITO FEDERAL,21-01-2016,17-12-2015,Aerolínea comercial,2015_134111,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,AEROMÉXICO,No problema Especial,Queja,"AEROVIAS DE MEXICO, SA DE CV",2322,1000,TURÍSTICO,Turnada a Concil Medios Elec.,Servicio normal,Entrega del producto o servicio,Dirección de Concilianet
294,Bien,915.81,Conciliada,DISTRITO FEDERAL,18-01-2016,17-12-2015,Tienda departamental,2015_134080,Internet,Por internet,,Negativa a la devolución de depósito,HOME DEPOT,No problema Especial,Queja,"HOME DEPOT MEXICO, S DE RL DE CV",915.81,915.81,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
295,Bien,5499,Conciliada,DISTRITO FEDERAL,11-01-2016,17-12-2015,Tiendas de autoservicio,2015_134084,Internet,Por internet,,Negativa a la devolución de depósito,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",5499,5499,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
296,Bien,3519.2,Conciliada,DISTRITO FEDERAL,11-01-2016,17-12-2015,Tienda departamental,2015_134049,Internet,Por internet,Plazos,Negativa a la entrega del producto o servicio,LIVERPOOL,Buen Fin 2015,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",3519.2,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
297,Bien,1307.79,Conciliada,DISTRITO FEDERAL,07-01-2016,17-12-2015,Tienda departamental,2015_134102,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1307.79,1307.79,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
298,Bien,1559.4,Conciliada,DISTRITO FEDERAL,07-01-2016,17-12-2015,Tienda departamental,2015_134098,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1559.4,1559.4,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
299,Servicio,8312.05,Conciliada,DISTRITO FEDERAL,01-04-2016,17-12-2015,Empresa de telefonía celular,2015_132421,Personal,Imposición del proveedor,Contado,Por alteración de precio o tarifa máximo u oficial,"AT&amp;T; COMERCIALIZACION MOVIL, S DE RL DE CV",No problema especial,Queja,"AT&amp;T; COMERCIALIZACION MOVIL, S DE RL DE CV",0,6812,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Centro
300,Bien,3782.99,Conciliada,DISTRITO FEDERAL,27-01-2016,17-12-2015,Tiendas de autoservicio,2015_134059,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",0,3782.99,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
301,Bien,4890,Conciliada,DISTRITO FEDERAL,02-02-2016,17-12-2015,Tiendas de autoservicio,2015_134108,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",4890,4890,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
302,Bien,13051.92,Conciliada,DISTRITO FEDERAL,02-02-2016,17-12-2015,Tienda departamental,2015_134077,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",13051.92,13051.92,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
303,Bien,7265.7,Conciliada,DISTRITO FEDERAL,02-02-2016,17-12-2015,Tienda departamental,2015_134074,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",0,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
304,Bien,1279.2,Conciliada,DISTRITO FEDERAL,02-02-2016,17-12-2015,Tienda departamental,2015_134071,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1279.2,1279.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
305,Bien,1197,Conciliada,DISTRITO FEDERAL,02-02-2016,17-12-2015,Tienda departamental,2015_134067,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1197,1197,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
306,Bien,13643,Conciliada,DISTRITO FEDERAL,02-02-2016,17-12-2015,Tienda departamental,2015_134061,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",13643,13643,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
307,Bien,8626.65,Conciliada,DISTRITO FEDERAL,02-02-2016,17-12-2015,Tienda departamental,2015_134060,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",8626.65,8626.65,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
308,Bien,2217.75,Conciliada,DISTRITO FEDERAL,02-02-2016,17-12-2015,Tienda departamental,2015_134058,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",2217.75,41094.91,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
309,Bien,22063.44,Conciliada,DISTRITO FEDERAL,05-02-2016,17-12-2015,Tienda departamental,2015_134103,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",22063.44,22063.44,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
310,Bien,31675.2,Conciliada,DISTRITO FEDERAL,05-02-2016,17-12-2015,Tienda departamental,2015_134094,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",31675.2,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
311,Bien,8798,Conciliada,DISTRITO FEDERAL,28-01-2016,17-12-2015,Tiendas de autoservicio,2015_134087,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",8798,9989,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
312,Bien,2999,Conciliada,DISTRITO FEDERAL,28-01-2016,17-12-2015,Tiendas de autoservicio,2015_134082,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",2999,2999,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
313,Bien,786,Conciliada,DISTRITO FEDERAL,28-01-2016,17-12-2015,Tiendas de autoservicio,2015_134081,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",786,786,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
314,Bien,6416.65,Conciliada,DISTRITO FEDERAL,03-02-2016,17-12-2015,Tienda departamental,2015_134112,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",6416.65,6416.65,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
315,Bien,12895.2,Conciliada,DISTRITO FEDERAL,03-02-2016,17-12-2015,Tienda departamental,2015_134093,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",12895.2,12895.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
316,Bien,5354.37,Conciliada,DISTRITO FEDERAL,03-02-2016,17-12-2015,Tienda departamental,2015_134083,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",5354.37,5354.37,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
317,Bien,5896.63,Conciliada,DISTRITO FEDERAL,28-01-2016,17-12-2015,Tiendas de autoservicio,2015_134053,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",1179.2,1179.2,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
318,Servicio,6500,Conciliada,DISTRITO FEDERAL,25-01-2016,17-12-2015,"Compañías especializadas en servicios financieros, de seguro y de viajes",2015_134101,Internet,En establecimiento físico,,Producto o servicio no solicitado o autorizado,BRADESCARD,No problema Especial,Queja,"BRADESCARD MEXICO, S DE RL",6500,6500,"COMPAÑÍAS ESPECIALIZADAS EN SERVICIOS FINANCIEROS, DE SEGURO Y DE VIAJES",Turnada a Concil Medios Elec.,Servicio normal,Cobro indebido,Dirección de Concilianet
319,Servicio,0,Conciliada,DISTRITO FEDERAL,25-01-2016,17-12-2015,Suministrador de energía eléctrica,2015_134090,Internet,En establecimiento físico,,Incumplimiento de plazos para la entrega del prod. o serv.,CFE,No problema Especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Medios Elec.,Servicio normal,Entrega del producto o servicio,Dirección de Concilianet
320,Bien,764,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134105,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",764,764,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
321,Bien,1199,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134100,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1199.25,1199.25,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
322,Bien,565.74,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134095,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",565.74,565.74,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
323,Bien,449.25,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134089,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",449.25,449.25,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
324,Bien,3999,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134086,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",3999,3999,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
325,Bien,4124.25,Conciliada,DISTRITO FEDERAL,04-02-2016,17-12-2015,Tienda departamental,2015_134072,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",4124.25,4124.25,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
326,Servicio,6605,Conciliada,DISTRITO FEDERAL,26-01-2016,17-12-2015,Suministrador de energía eléctrica,2015_134054,Internet,En establecimiento físico,,Error de cálculo,CFE,No problema Especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,3025,3025,ELECTRICIDAD,Turnada a Concil Medios Elec.,Servicio normal,Cobro indebido,Dirección de Concilianet
327,Bien,3804.47,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tiendas de autoservicio,2015_134099,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3804.47,3804.47,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
328,Bien,424.57,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tienda departamental,2015_134092,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",424.57,424.57,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
